166.26,91.351,41.99,87.33,138.25,88.822,67.945,2.745,171.67,122.91,85.74,165.22,0.675,17.89,153.91,67.23,108.02,164.04,119.94,163.69,26.07,119.42,157.95,158.07,165.28,21.755,68.635,162.78,173.97,92.94,5.93,177.13,118.6,39.63,92.165,74.215,12.96,80.995,3.45,71.45,145.34,153.65,42.4,163.97,160.48,117.13,96.155,179,167.06,53.48,0.805,109.13,169.91,156.66,85.555,144.68,4.385,26.99,4.935,72.595,32.6,172.03,9.53,96.115,80.97,177.66,7.66,0.86,36.205,93.245,88.365,166.32,174.99,12.48,116.87,2.065,10.805,178.28,20.83,164.34,163.37,77.425,28.175,169.38,163.84,174,173.26,5.555,127.89,41.975,71.085,96.525,14.945,5.26,178.99,120.03,102,1.87,178.93,86.175
1,1,2,2,3,3,2,1,1,1,2,2,2,2,2,2,2,2,1,1,3,3,1,3,3,3,3,1,1,1,2,3,1,3,2,3,1,1,2,2,3,3,3,2,2,3,2,3,1,3,3,2,1,3,1,2,3,2,2,2,2,2,3,3,1,3,1,3,1,2,3,2,2,3,2,2,2,3,2,3,3,1,2,3,1,1,1,2,1,2,2,1,2,2,1,3,3,1,3,3
2,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,2,3,1,3,2,3,3,3,3,2,2,2,3,3,2,3,3,1,2,2,3,3,3,3,1,3,1,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,1,3,3,3,3,3,3,3,3,3,3,2,3,1,2,3,2,3,2,3,3,2,3,3,3,3,3,3,3,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0,-0,-0,-0,-0,-0,-0,0,-0,-0,-0,-0,0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0,-0,-0,-0,-0,-0,-0,-0,0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0,-0,-0,-0,-0,-0,0,-0,0,-0,-0,-0,-0,-0,-0,-0,-0,0,-0,-0,-0,-0,-0,-0,-0,0,0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0,-0,-0,-0,-0,-0,0,-0,-0,-0,0,-0,-0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
