155,116,142,108,128,159,90,80,118,130,31,179,24,121,167,76,72,39,170,105,28,22,140,54,129,21,23,178,30,127,110,113,3,160,14,159,23,129,3,18,146,106,46,2,156,43,174,94,69,144
150,111,137,106,129,155,95,80,116,128,26,184,20,119,189,72,70,48,168,106,26,19,137,48,129,18,20,178,29,125,107,108,354,157,9,198,19,126,2,16,121,104,44,357,153,43,184,92,68,140
155,115,143,107,129,159,94,84,117,134,36,183,30,121,193,80,76,43,168,103,33,26,141,57,133,24,28,175,35,126,109,112,354,159,14,204,29,133,5,19,120,104,49,354,156,47,188,92,74,145
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0,-0,0,-0,-0,-0,-0,0,-0,-0,0,0,-0,0,-0,0,0,-0,0,-0,-0,-0,0,-0,0,-0,0,-0,0,0,-0,-0,0,0,-0,0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
